Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR23501827,2023-02-17 00:33:51,2023-02-16 22:59:11,33521361,10056408300,33521361,300,3045,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR023/23501/SRR23501827/SRR23501827.lite.1,SRX19395089,B8613_L2_152152,WGS,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP422362,PRJNA921894,,921894,SRS16790166,SAMN33329469,simple,8839,Anas platyrhynchos,PK2020_re136,,,,,not determined,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1591804,,public,E5ECAC44657953AEA3F38FD9DAEDB7CD,2E5876F21B88A63DB74B3C0869D31D6D
SRR23501826,2023-02-17 00:33:51,2023-02-16 23:03:54,32470108,9741032400,32470108,300,2982,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR023/23501/SRR23501826/SRR23501826.lite.1,SRX19395090,B8614_L2_153153,WGS,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP422362,PRJNA921894,,921894,SRS16790167,SAMN33329470,simple,8839,Anas platyrhynchos,PK2020_re137,,,,,not determined,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1591804,,public,17C581C88696636311C8A2BAEBF871A7,901C6DFD60F46588EF964B53DB2DAF45
SRR23501825,2023-03-29 12:23:12,2023-03-29 11:46:04,27141367,8142410100,27141367,300,2484,,https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR23501825/SRR23501825,SRX19395091,B8615_L3_154154,WGS,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP422362,PRJNA921894,,921894,SRS16790168,SAMN33329471,simple,8839,Anas platyrhynchos,PK2020_re138,,,,,not determined,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1591804,,public,A9EA929A57F78C8F5556CA16DFC13F88,B970900295D515EF54BA8B71584F7732
SRR23501823,2023-02-17 00:33:51,2023-02-16 22:59:05,30575664,9172699200,30575664,300,2808,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR023/23501/SRR23501823/SRR23501823.lite.1,SRX19395093,B8616_L2_155155,WGS,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP422362,PRJNA921894,,921894,SRS16790170,SAMN33329472,simple,8839,Anas platyrhynchos,PK2020_re139,,,,,not determined,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1591804,,public,34E30696034D80E978B6AC43B7F6D143,4B4274139DC83997770CE2CE65887CE4
SRR23501822,2023-02-17 00:33:51,2023-02-16 22:59:42,33081738,9924521400,33081738,300,3015,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR023/23501/SRR23501822/SRR23501822.lite.1,SRX19395094,B8617_L1_156156,WGS,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP422362,PRJNA921894,,921894,SRS16790171,SAMN33329473,simple,8839,Anas platyrhynchos,PK2020_re140,,,,,not determined,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1591804,,public,3BE4433E74804BB729D5EB60F9AD0A49,016DAD0B20C5DF5974EE1BB24A964268
SRR23501821,2023-02-17 00:33:51,2023-02-16 22:58:44,29479430,8843829000,29479430,300,2722,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR023/23501/SRR23501821/SRR23501821.lite.1,SRX19395095,B8618_L1_157157,WGS,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP422362,PRJNA921894,,921894,SRS16790172,SAMN33329474,simple,8839,Anas platyrhynchos,PK2020_re141,,,,,not determined,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1591804,,public,8C0EED0056A40631C31FFD6CDF7ACC9E,1B85DCE25C2CD0C56FECC8F4C318D4DA
SRR23501820,2023-02-17 00:33:51,2023-02-16 23:03:13,33411070,10023321000,33411070,300,3080,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR023/23501/SRR23501820/SRR23501820.lite.1,SRX19395096,B8619_L2_158158,WGS,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP422362,PRJNA921894,,921894,SRS16790173,SAMN33329475,simple,8839,Anas platyrhynchos,PK2020_re142,,,,,not determined,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1591804,,public,66CBDC9E605FA7313D5DEDCF56AEBCC2,43C3F92AE765D41DB823364350EAEDB3
SRR23501656,2023-02-17 00:33:50,2023-02-16 22:30:36,23816438,7144931400,23816438,300,2222,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR023/23501/SRR23501656/SRR23501656.lite.1,SRX19394941,B7781_L3_162162,WGS,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP422362,PRJNA921894,,921894,SRS16790018,SAMN33329198,simple,8839,Anas platyrhynchos,PK2020_re65,,,,,not determined,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1591801,,public,4E22A3EFC80B2BCE018EBBDCD316B47A,19FA13CDC38BC7C443F66D3051C15C99
SRR23501645,2023-02-17 00:33:51,2023-02-16 22:35:02,30610010,9183003000,30610010,300,2834,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR023/23501/SRR23501645/SRR23501645.lite.1,SRX19394952,B7782_L3_163163,WGS,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP422362,PRJNA921894,,921894,SRS16790029,SAMN33329199,simple,8839,Anas platyrhynchos,PK2020_re66,,,,,not determined,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1591801,,public,EB41A1C360B8A9A3D9D37441FDA82795,AB500CF66B87756AAC4884ECCDEAC9E0
SRR23501634,2023-02-17 00:33:51,2023-02-16 22:37:48,31765470,9529641000,31765470,300,3032,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR023/23501/SRR23501634/SRR23501634.lite.1,SRX19394963,B7783_L1_164164,WGS,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP422362,PRJNA921894,,921894,SRS16790040,SAMN33329200,simple,8839,Anas platyrhynchos,PK2020_re67,,,,,not determined,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1591801,,public,47568E03AFD478D2DD477477FEA44964,7119E5E683C58CDD1DC4EC760AB57D8F
SRR23501626,2023-02-17 00:33:51,2023-02-16 22:42:11,33225894,9967768200,33225894,300,3158,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR023/23501/SRR23501626/SRR23501626.lite.1,SRX19394971,B7784_L1_166166,WGS,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP422362,PRJNA921894,,921894,SRS16790048,SAMN33329201,simple,8839,Anas platyrhynchos,PK2020_re68,,,,,not determined,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1591801,,public,2063314E5EAAFD69947CF92214B17CD2,4F95AAD66C968E74D99FB74886E91D87
SRR23501625,2023-02-17 00:33:51,2023-02-16 22:32:09,31207328,9362198400,31207328,300,3068,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR023/23501/SRR23501625/SRR23501625.lite.1,SRX19394972,B7785_L1_167167,WGS,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP422362,PRJNA921894,,921894,SRS16790049,SAMN33329202,simple,8839,Anas platyrhynchos,PK2020_re69,,,,,not determined,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1591801,,public,C0241D8726CA661BC765A0C6BE2BA5F5,29A3B91104819EDFA9A0B06615F10CEA
SRR23501624,2023-02-17 00:33:51,2023-02-16 22:31:18,31657300,9497190000,31657300,300,3014,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR023/23501/SRR23501624/SRR23501624.lite.1,SRX19394973,B7786_L1_168168,WGS,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP422362,PRJNA921894,,921894,SRS16790050,SAMN33329203,simple,8839,Anas platyrhynchos,PK2020_re70,,,,,not determined,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1591801,,public,EDC37D921779607BBDD1DA7DA8D1A751,C2CF3B6548EAE428674B0C7CF310EA2C
SRR23501623,2023-02-17 00:33:51,2023-02-16 22:31:00,32203962,9661188600,32203962,300,3208,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR023/23501/SRR23501623/SRR23501623.lite.1,SRX19394974,B7787_L1_169169,WGS,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP422362,PRJNA921894,,921894,SRS16790051,SAMN33329204,simple,8839,Anas platyrhynchos,PK2020_re71,,,,,not determined,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1591801,,public,591A4045092CF71788186093A83F249C,279B7D61793E8A1D1CE4074F7AEE05BB
SRR23501665,2023-02-17 00:33:50,2023-02-16 22:36:43,36829656,11048896800,36829656,300,3423,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR023/23501/SRR23501665/SRR23501665.lite.1,SRX19394932,B8426_L1_108108,WGS,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP422362,PRJNA921894,,921894,SRS16790009,SAMN33329216,simple,8839,Anas platyrhynchos,PK2020_re83,,,,,not determined,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1591801,,public,CD3189C5C1A6C3BCD9856A0A4EDE6A5D,A7F773CB0FE9D546781EF0E5E073CD34
SRR23501664,2023-02-17 00:33:50,2023-02-16 22:29:59,23209831,6962949300,23209831,300,2139,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR023/23501/SRR23501664/SRR23501664.lite.1,SRX19394933,B8427_109109_all,WGS,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP422362,PRJNA921894,,921894,SRS16790010,SAMN33329217,simple,8839,Anas platyrhynchos,PK2020_re84,,,,,not determined,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1591801,,public,B496520DDBB8934AE6025FDD92CF65A5,04A108208726735B6E01A266E158087D
SRR23501663,2023-02-17 00:33:50,2023-02-16 22:27:59,24753745,7426123500,24753745,300,2282,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR023/23501/SRR23501663/SRR23501663.lite.1,SRX19394934,B8428_L3_110110,WGS,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP422362,PRJNA921894,,921894,SRS16790011,SAMN33329218,simple,8839,Anas platyrhynchos,PK2020_re85,,,,,not determined,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1591801,,public,ECA1141E4675F6E6765E88A7FDD2089A,B721B2A5B40724277895F532FC87C3A3
SRR23501662,2023-02-17 00:33:50,2023-02-16 22:29:11,27005814,8101744200,27005814,300,2516,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR023/23501/SRR23501662/SRR23501662.lite.1,SRX19394935,B8429_L2_111111,WGS,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP422362,PRJNA921894,,921894,SRS16790012,SAMN33329219,simple,8839,Anas platyrhynchos,PK2020_re86,,,,,not determined,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1591801,,public,874512B0420A3E319763441648CF7AD5,F3859B8E299FA7A681A4FEABB701B0D1
SRR23501661,2023-02-17 00:33:50,2023-02-16 22:38:53,43400520,13020156000,43400520,300,3922,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR023/23501/SRR23501661/SRR23501661.lite.1,SRX19394936,B8430_L1_112112,WGS,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP422362,PRJNA921894,,921894,SRS16790013,SAMN33329220,simple,8839,Anas platyrhynchos,PK2020_re87,,,,,not determined,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1591801,,public,94A2FBC70ECEB5B47930E20E5A203EFE,BDA31F71D3809992E48F0976429C7049
SRR23501660,2023-02-17 00:33:50,2023-02-16 22:29:14,25567599,7670279700,25567599,300,2367,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR023/23501/SRR23501660/SRR23501660.lite.1,SRX19394937,B8431_L3_113113,WGS,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP422362,PRJNA921894,,921894,SRS16790014,SAMN33329221,simple,8839,Anas platyrhynchos,PK2020_re88,,,,,not determined,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1591801,,public,F39CE467ACA4E8F464418E7D35B74CDC,6B01B0ECE12989D8D2A1714741E98617
SRR23501659,2023-02-17 00:33:50,2023-02-16 22:32:09,23802564,7140769200,23802564,300,2194,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR023/23501/SRR23501659/SRR23501659.lite.1,SRX19394938,B8432_L3_114114,WGS,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP422362,PRJNA921894,,921894,SRS16790015,SAMN33329222,simple,8839,Anas platyrhynchos,PK2020_re89,,,,,not determined,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1591801,,public,2FD498B89097C6EB87C5A20BA3F4D47F,538179E4F7A037D7A55EC75CE2F123AE
SRR23501658,2023-02-17 00:33:50,2023-02-16 22:35:55,36724129,11017238700,36724129,300,3415,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR023/23501/SRR23501658/SRR23501658.lite.1,SRX19394939,B8433_L1_115115,WGS,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP422362,PRJNA921894,,921894,SRS16790016,SAMN33329223,simple,8839,Anas platyrhynchos,PK2020_re90,,,,,not determined,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1591801,,public,191293ABD5737FF731B40B0FC8A0F70C,4E36BF0145F42032E6068DC853C4DCE2
SRR23501657,2023-02-17 00:33:50,2023-02-16 22:28:29,20230244,6069073200,20230244,300,1853,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR023/23501/SRR23501657/SRR23501657.lite.1,SRX19394940,B8434_L3_116116,WGS,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP422362,PRJNA921894,,921894,SRS16790017,SAMN33329224,simple,8839,Anas platyrhynchos,PK2020_re91,,,,,not determined,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1591801,,public,7CA9E1FD98FD2679B01CA7C8341C2AC4,0161610E522A2599563D02B2248796C9
SRR23501655,2023-02-17 00:33:50,2023-02-16 22:30:06,21142772,6342831600,21142772,300,1917,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR023/23501/SRR23501655/SRR23501655.lite.1,SRX19394942,B8435_117117_all,WGS,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP422362,PRJNA921894,,921894,SRS16790019,SAMN33329225,simple,8839,Anas platyrhynchos,PK2020_re92,,,,,not determined,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1591801,,public,10EF55F5BAFC1110F1689D120022DC1E,A68FFC153EA437AAB7920D1CE0B994B3
SRR23501654,2023-02-17 00:33:50,2023-02-16 22:24:47,26671647,8001494100,26671647,300,2468,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR023/23501/SRR23501654/SRR23501654.lite.1,SRX19394943,B8436_L2_118118,WGS,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP422362,PRJNA921894,,921894,SRS16790020,SAMN33329226,simple,8839,Anas platyrhynchos,PK2020_re93,,,,,not determined,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1591801,,public,C047C920B2D55A3A96F1A46F963CB66D,47BDCAC0A83A27501801CE7BC98AAFC8
SRR23501653,2023-02-17 00:33:50,2023-02-16 22:40:46,36165402,10849620600,36165402,300,3264,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR023/23501/SRR23501653/SRR23501653.lite.1,SRX19394944,B8437_L1_119119,WGS,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP422362,PRJNA921894,,921894,SRS16790021,SAMN33329227,simple,8839,Anas platyrhynchos,PK2020_re94,,,,,not determined,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1591801,,public,486457C103DD04C188A818DA3F5C1748,C198BA8FC756032C16C925352617FFAE
SRR23501652,2023-02-17 00:33:51,2023-02-16 22:32:32,26466322,7939896600,26466322,300,2477,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR023/23501/SRR23501652/SRR23501652.lite.1,SRX19394945,B8438_L2_120120,WGS,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP422362,PRJNA921894,,921894,SRS16790022,SAMN33329228,simple,8839,Anas platyrhynchos,PK2020_re95,,,,,not determined,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1591801,,public,40836190D1FBDAE7CD2611C4FA01491F,942AC179FDA2BE012F5A8FD466C441D8
SRR23501651,2023-02-17 00:33:51,2023-02-16 22:28:22,21707746,6512323800,21707746,300,1962,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR023/23501/SRR23501651/SRR23501651.lite.1,SRX19394946,B8439_L1_121121,WGS,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP422362,PRJNA921894,,921894,SRS16790023,SAMN33329229,simple,8839,Anas platyrhynchos,PK2020_re96,,,,,not determined,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1591801,,public,8102C6ACB049861ABBA9C137B7BD5F07,316E8B46DCA738A8F072E33133D22B49
SRR23501650,2023-02-17 00:33:51,2023-02-16 22:30:46,29613306,8883991800,29613306,300,2726,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR023/23501/SRR23501650/SRR23501650.lite.1,SRX19394947,B8440_L2_122122,WGS,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP422362,PRJNA921894,,921894,SRS16790024,SAMN33329230,simple,8839,Anas platyrhynchos,PK2020_re97,,,,,not determined,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1591801,,public,D046D6725538F95A30ABA47F14924748,0C897B25DE42E97A70477F49D536F572
SRR23501649,2023-02-17 00:33:51,2023-02-16 22:29:33,21727393,6518217900,21727393,300,2027,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR023/23501/SRR23501649/SRR23501649.lite.1,SRX19394948,B8441_L3_123123,WGS,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP422362,PRJNA921894,,921894,SRS16790025,SAMN33329231,simple,8839,Anas platyrhynchos,PK2020_re98,,,,,not determined,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1591801,,public,1090910A29B6F1FD74C3D258A2907528,84AFE128B971ED6B9EEC238949B82522
SRR23501648,2023-02-17 00:33:51,2023-02-16 22:34:41,25124886,7537465800,25124886,300,2315,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR023/23501/SRR23501648/SRR23501648.lite.1,SRX19394949,B8442_L2_124124,WGS,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP422362,PRJNA921894,,921894,SRS16790026,SAMN33329232,simple,8839,Anas platyrhynchos,PK2020_re99,,,,,not determined,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1591801,,public,EA2937809212F9AE7AB5B5D188E8F863,6BCCD820B68BFF46CB2F3DA33DB608F2
SRR23501515,2023-02-17 00:33:50,2023-02-16 21:59:46,28215103,8464530900,28215103,300,2718,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR023/23501/SRR23501515/SRR23501515.lite.1,SRX19394870,B5764_L4_321321,WGS,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP422362,PRJNA921894,,921894,SRS16789952,SAMN33329091,simple,8839,Anas platyrhynchos,PK2020_re10,,,,,not determined,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1591794,,public,DEE9732FF4A153B547FDD66B05BA79B2,20210054E35C88C0DBD58A09060F4D45
SRR23501560,2023-02-17 00:33:49,2023-02-16 21:55:20,21649203,6494760900,21649203,300,2056,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR023/23501/SRR23501560/SRR23501560.lite.1,SRX19394825,B5921_L4_341341,WGS,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP422362,PRJNA921894,,921894,SRS16789908,SAMN33329104,simple,8839,Anas platyrhynchos,PK2020_re23,,,,,not determined,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1591794,,public,06E73E96055E03BE0A6265174205C99A,38DDE1AECEEB30489533A7020CC89336
SRR23501559,2023-02-17 00:33:49,2023-02-16 22:02:05,20011046,6003313800,20011046,300,1916,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR023/23501/SRR23501559/SRR23501559.lite.1,SRX19394826,B5922_L4_342342,WGS,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP422362,PRJNA921894,,921894,SRS16789907,SAMN33329105,simple,8839,Anas platyrhynchos,PK2020_re24,,,,,not determined,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1591794,,public,DD7FBF0B19C3E1B3DAE41B822ABA4ADE,CF38F76E6831D1A75CDBC3250B0FC1F3
SRR23501558,2023-02-17 00:33:49,2023-02-16 22:11:44,36618426,10985527800,36618426,300,3403,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR023/23501/SRR23501558/SRR23501558.lite.1,SRX19394827,B5923_L1_392392,WGS,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP422362,PRJNA921894,,921894,SRS16789909,SAMN33329106,simple,8839,Anas platyrhynchos,PK2020_re25,,,,,not determined,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1591794,,public,CC1D08D9EF2CF211BE796317A33B4890,0BF7762CA85210F8B97CEF1CBD252ED9
SRR23501557,2023-02-17 00:33:49,2023-02-16 22:09:28,46987131,14096139300,46987131,300,4465,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR023/23501/SRR23501557/SRR23501557.lite.1,SRX19394828,B5926_L3_345345,WGS,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP422362,PRJNA921894,,921894,SRS16789910,SAMN33329107,simple,8839,Anas platyrhynchos,PK2020_re26,,,,,not determined,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1591794,,public,19FF6A7778B704134D6EFCB63E3549B9,0632E140447B9CB8692142AAC29C7953
SRR23501556,2023-02-17 00:33:49,2023-02-16 22:00:41,20671971,6201591300,20671971,300,1894,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR023/23501/SRR23501556/SRR23501556.lite.1,SRX19394829,B5928_L4_347347,WGS,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP422362,PRJNA921894,,921894,SRS16789911,SAMN33329108,simple,8839,Anas platyrhynchos,PK2020_re27,,,,,not determined,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1591794,,public,01E1576DC6700D9818222454E625D76C,4058C1A803C2610776693532AEAEC412
SRR23501555,2023-02-17 00:33:49,2023-02-16 22:03:46,31843258,9552977400,31843258,300,3025,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR023/23501/SRR23501555/SRR23501555.lite.1,SRX19394830,B5929_L2_302302,WGS,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP422362,PRJNA921894,,921894,SRS16789912,SAMN33329109,simple,8839,Anas platyrhynchos,PK2020_re28,,,,,not determined,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1591794,,public,A285E4DE786B94BE860DD5D59F96BD63,0D457E6B9A672524168C53170490359B
SRR23501554,2023-02-17 00:33:49,2023-02-16 21:56:58,23530746,7059223800,23530746,300,2195,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR023/23501/SRR23501554/SRR23501554.lite.1,SRX19394831,B5930_L4_349349,WGS,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP422362,PRJNA921894,,921894,SRS16789913,SAMN33329110,simple,8839,Anas platyrhynchos,PK2020_re29,,,,,not determined,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1591794,,public,59EA7D69112FAE6DF613B75D8EDFEAB4,C077782E11C567E053E15670EE00B45B
SRR23501553,2023-02-17 00:33:50,2023-02-16 21:56:36,23894402,7168320600,23894402,300,2264,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR023/23501/SRR23501553/SRR23501553.lite.1,SRX19394832,B5931_L4_350350,WGS,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP422362,PRJNA921894,,921894,SRS16789916,SAMN33329111,simple,8839,Anas platyrhynchos,PK2020_re30,,,,,not determined,,no,,,,,CHINA AGRICULTURAL UNIVERSITY,SRA1591794,,public,68DE6FE39927D1AFA36867AD96FA2DED,DAD7FB6C9762301B4CDE329D6EDA22DC
